electricity_usage_kwh,vehicle_type,vehicle_km,flights_short_haul,flights_long_haul,diet_type,waste_kg_weekly,household_size,grocery_spend_monthly,heating_source,internet_usage_hours,total_footprint_tco2e
159.8,hybrid,722.2,3,1,non-vegetarian,12.3,4,440.7,natural gas,4.4,6.52
340.2,diesel,813.5,3,1,vegetarian,13.1,5,426.88,natural gas,0.8,6.37
262.4,petrol,610.6,1,0,non-vegetarian,6.3,2,200.78,oil,6.8,6.99
223.1,none,0.0,2,0,vegetarian,18.4,5,278.92,none,2.9,2.55
248.4,petrol,1336.5,3,0,non-vegetarian,21.6,3,299.32,electricity,8.0,7.89
241.4,diesel,837.0,1,0,non-vegetarian,14.3,3,255.78,natural gas,6.7,6.88
347.6,petrol,854.1,2,1,vegetarian,25.5,4,324.7,electricity,4.0,6.1
163.9,diesel,221.1,3,0,vegan,28.6,3,253.25,natural gas,1.6,3.79
189.0,diesel,676.3,2,0,non-vegetarian,19.4,5,528.75,oil,6.9,6.54
332.9,petrol,703.5,1,0,non-vegetarian,11.6,1,151.26,oil,6.2,9.48
202.4,hybrid,468.3,0,0,non-vegetarian,10.7,5,561.99,natural gas,1.4,4.93
322.0,petrol,808.7,3,1,non-vegetarian,18.9,1,112.52,oil,3.6,10.45
386.0,diesel,628.3,1,0,vegetarian,20.3,5,597.07,natural gas,1.3,5.43
217.9,petrol,832.0,1,0,non-vegetarian,11.7,1,439.03,natural gas,3.3,12.28
304.5,petrol,848.6,1,0,non-vegetarian,9.2,1,195.53,natural gas,5.3,9.67
157.7,petrol,417.7,2,0,non-vegetarian,6.4,2,299.29,oil,4.0,6.7
310.4,electric,640.5,0,1,non-vegetarian,9.8,2,405.99,none,2.2,6.61
266.0,petrol,830.9,2,0,non-vegetarian,12.9,5,407.52,electricity,7.0,6.07
287.8,none,0.0,0,1,vegetarian,20.5,3,282.14,electricity,7.6,4.02
198.4,petrol,902.7,1,2,vegetarian,12.1,2,147.91,natural gas,8.2,7.3
117.1,petrol,535.2,0,0,non-vegetarian,2.0,1,457.88,electricity,10.9,10.85
290.3,petrol,959.6,1,0,non-vegetarian,11.7,5,341.72,natural gas,7.2,6.31
84.9,petrol,1483.0,0,0,non-vegetarian,13.3,3,510.83,electricity,3.0,8.53
224.6,electric,1166.7,4,0,non-vegetarian,13.2,5,283.55,natural gas,4.1,4.68
325.3,hybrid,1019.0,0,1,non-vegetarian,2.1,1,330.14,natural gas,7.1,11.43
265.4,diesel,1090.2,1,0,vegan,13.3,2,513.13,oil,7.1,9.45
405.9,petrol,1376.0,0,1,non-vegetarian,21.6,2,336.24,oil,3.3,10.65
332.0,petrol,1230.3,1,0,vegetarian,12.7,4,105.17,oil,8.6,6.21
197.7,diesel,1026.7,4,2,vegetarian,11.6,4,83.5,oil,2.5,7.66
252.2,none,0.0,2,0,vegetarian,11.1,5,50.0,electricity,1.4,2.18
246.2,petrol,367.3,0,1,non-vegetarian,15.8,5,168.54,oil,7.7,5.29
123.4,electric,199.1,2,0,vegan,7.4,3,236.64,natural gas,3.9,3.11
174.8,petrol,862.8,0,0,non-vegetarian,9.3,2,433.56,oil,4.3,8.36
205.1,petrol,827.5,0,2,non-vegetarian,20.6,2,452.62,none,4.1,9.51
87.1,diesel,582.4,1,1,pescatarian,18.4,4,50.0,electricity,6.4,5.02
253.8,petrol,1130.3,2,2,non-vegetarian,12.3,1,392.78,electricity,4.9,14.01
230.1,electric,54.9,2,0,non-vegetarian,17.4,1,244.78,natural gas,5.9,7.91
116.2,petrol,586.1,2,1,non-vegetarian,10.4,4,352.4,oil,8.3,6.62
282.3,electric,606.0,0,0,vegetarian,10.3,5,589.1,electricity,4.5,3.71
307.3,petrol,145.5,0,0,vegetarian,10.2,2,176.78,electricity,7.4,3.92
268.2,none,0.0,1,0,non-vegetarian,7.2,2,374.19,electricity,10.5,6.07
224.1,petrol,256.3,2,0,vegetarian,14.5,2,459.44,oil,2.6,6.33
297.3,hybrid,564.7,1,2,vegan,25.0,1,312.39,natural gas,9.9,10.11
304.4,hybrid,1163.2,3,1,non-vegetarian,5.0,5,207.15,natural gas,3.1,6.6
274.6,none,0.0,0,0,vegetarian,23.4,1,204.61,natural gas,3.7,6.82
184.0,diesel,356.7,2,0,non-vegetarian,2.0,5,227.98,natural gas,1.4,4.74
272.1,electric,1073.0,0,0,non-vegetarian,17.5,4,335.11,natural gas,4.3,4.66
345.6,petrol,915.9,1,0,non-vegetarian,5.7,5,197.22,electricity,7.0,5.82
202.3,petrol,1733.2,2,0,non-vegetarian,17.6,1,388.75,natural gas,8.1,13.96
417.8,petrol,961.6,1,0,non-vegetarian,10.9,2,362.86,electricity,8.8,8.74
207.9,petrol,743.5,2,0,non-vegetarian,18.6,1,50.0,natural gas,0.5,7.25
252.6,none,0.0,1,0,non-vegetarian,11.0,4,468.71,none,0.9,4.34
196.2,petrol,502.3,3,0,vegan,17.5,2,631.38,oil,6.8,8.09
267.9,diesel,469.7,1,1,non-vegetarian,13.9,1,227.99,natural gas,7.5,9.89
110.6,diesel,1348.4,1,0,non-vegetarian,21.0,2,437.39,natural gas,8.9,10.05
206.3,diesel,807.2,1,0,non-vegetarian,14.0,4,502.04,electricity,7.0,7.05
162.6,diesel,1026.1,1,1,non-vegetarian,16.0,5,407.56,natural gas,2.3,7.62
260.8,petrol,1405.7,1,0,non-vegetarian,15.3,5,384.29,electricity,3.1,7.16
329.6,diesel,0.0,1,0,vegetarian,19.4,3,50.0,natural gas,6.3,2.84
301.7,petrol,1311.5,5,2,vegetarian,19.7,2,257.38,natural gas,1.6,9.67
60.3,none,0.0,1,1,vegetarian,15.2,4,277.31,natural gas,3.0,3.43
413.4,electric,974.0,4,0,vegetarian,6.3,1,500.35,electricity,5.7,11.31
273.6,none,0.0,3,0,non-vegetarian,10.1,1,107.85,natural gas,5.2,6.62
187.9,petrol,498.0,0,0,non-vegetarian,18.9,3,592.48,natural gas,5.9,6.84
262.6,petrol,995.5,0,2,non-vegetarian,7.2,1,545.27,oil,6.8,16.33
264.1,petrol,1753.8,1,0,non-vegetarian,11.3,4,151.14,natural gas,1.7,7.95
196.7,petrol,1201.3,1,0,non-vegetarian,11.9,4,112.59,natural gas,6.2,6.49
265.8,petrol,1306.2,2,0,non-vegetarian,13.8,5,462.26,electricity,2.1,7.49
201.4,diesel,723.2,2,2,non-vegetarian,13.1,2,256.52,oil,5.7,9.52
217.7,petrol,559.9,4,0,non-vegetarian,15.2,2,263.32,natural gas,7.8,7.41
195.1,diesel,487.7,0,1,vegetarian,9.6,1,447.04,natural gas,7.1,11.17
135.4,hybrid,604.7,3,1,non-vegetarian,10.6,2,123.88,natural gas,3.0,6.12
261.7,diesel,0.0,1,0,non-vegetarian,23.9,3,445.27,natural gas,2.6,5.49
296.8,petrol,510.0,1,0,non-vegetarian,22.0,2,114.81,oil,10.4,6.44
291.2,petrol,575.9,1,0,non-vegetarian,17.5,1,105.58,electricity,8.2,7.74
315.6,diesel,729.9,1,1,vegetarian,18.0,2,437.49,natural gas,5.4,8.28
275.9,petrol,852.7,3,1,pescatarian,16.3,4,403.68,natural gas,9.5,7.3
207.4,diesel,945.0,0,0,vegetarian,14.6,4,50.0,natural gas,5.5,4.7
317.2,petrol,794.0,2,2,non-vegetarian,10.6,5,432.71,none,12.8,7.77
141.4,hybrid,567.4,2,2,non-vegetarian,22.2,5,589.48,natural gas,5.2,6.88
177.9,electric,14.7,2,0,vegetarian,24.2,5,316.52,none,13.4,3.0
172.9,diesel,569.9,0,1,pescatarian,12.1,5,492.52,natural gas,6.5,5.8
336.4,petrol,411.0,1,1,non-vegetarian,20.4,2,266.89,natural gas,2.4,7.34
325.4,petrol,986.4,0,1,non-vegetarian,12.7,1,462.8,natural gas,6.1,14.0
289.0,electric,1163.7,4,0,non-vegetarian,10.9,2,50.0,natural gas,8.1,5.3
335.8,diesel,1175.4,1,1,vegetarian,12.7,1,207.29,natural gas,6.0,11.1
179.7,petrol,1102.8,1,0,non-vegetarian,12.9,1,726.88,natural gas,4.2,16.34
277.9,petrol,746.6,1,0,non-vegetarian,17.8,1,525.33,natural gas,6.8,13.22
240.0,petrol,591.2,1,0,non-vegetarian,12.6,1,253.77,electricity,7.9,9.01
317.8,electric,501.2,2,1,non-vegetarian,19.1,4,296.94,natural gas,3.9,5.41
240.8,petrol,197.0,1,1,non-vegetarian,11.2,1,132.69,none,5.8,6.64
219.2,diesel,1196.7,0,1,non-vegetarian,14.5,2,302.55,natural gas,3.0,9.29
293.3,diesel,730.1,1,0,vegetarian,9.1,1,50.0,natural gas,7.1,6.69
320.1,diesel,301.5,2,1,non-vegetarian,8.3,4,380.89,natural gas,3.2,6.36
196.5,hybrid,469.4,6,1,non-vegetarian,16.6,2,216.67,electricity,6.7,6.82
245.1,hybrid,453.2,2,0,non-vegetarian,15.3,3,405.08,natural gas,9.4,5.99
165.3,diesel,817.2,2,2,vegetarian,12.5,2,214.81,natural gas,8.0,7.85
50.2,petrol,1227.0,3,1,non-vegetarian,10.2,4,205.15,natural gas,5.2,7.84
266.0,petrol,660.8,1,0,non-vegetarian,9.0,4,437.17,natural gas,2.1,5.85
298.7,diesel,0.0,2,0,vegetarian,16.6,5,234.39,natural gas,6.1,2.79
271.0,diesel,724.3,0,1,non-vegetarian,11.4,3,244.33,natural gas,4.9,6.89
94.0,diesel,737.5,2,0,non-vegetarian,23.0,1,527.55,natural gas,6.1,12.74
221.9,petrol,710.0,2,1,vegetarian,15.7,4,524.03,electricity,6.3,6.2
72.5,diesel,549.0,1,0,non-vegetarian,17.5,5,428.45,electricity,4.8,5.49
359.6,petrol,887.0,0,0,non-vegetarian,21.9,5,304.41,natural gas,3.9,5.99
163.1,electric,826.5,1,0,non-vegetarian,10.7,1,673.45,natural gas,7.3,13.69
350.4,petrol,790.1,1,0,non-vegetarian,17.1,2,508.43,natural gas,10.6,8.89
325.7,electric,965.1,1,0,non-vegetarian,17.4,3,203.55,electricity,6.6,4.99
178.0,petrol,628.1,4,0,non-vegetarian,12.3,1,411.73,electricity,5.8,11.15
159.4,petrol,605.4,1,0,pescatarian,7.2,1,154.71,natural gas,9.1,7.42
278.0,electric,1352.0,2,2,non-vegetarian,4.1,2,368.17,natural gas,5.2,8.62
182.5,petrol,1023.7,1,0,non-vegetarian,10.3,2,274.09,none,9.9,7.46
258.2,electric,1130.8,1,0,non-vegetarian,20.4,4,219.48,natural gas,8.4,5.0
211.4,diesel,1290.4,2,1,non-vegetarian,10.9,2,371.08,natural gas,0.5,10.22
107.5,diesel,1010.4,4,0,non-vegetarian,19.7,2,172.51,natural gas,7.2,7.69
71.6,petrol,1171.4,2,0,vegetarian,11.0,3,263.8,natural gas,4.2,5.96
268.1,diesel,168.3,0,1,non-vegetarian,15.1,3,371.41,electricity,8.4,5.81
205.1,diesel,881.7,2,0,non-vegetarian,17.5,3,315.46,natural gas,1.2,7.0
205.8,diesel,726.9,2,0,non-vegetarian,20.0,1,274.21,natural gas,5.8,10.23
305.7,diesel,1471.1,1,1,non-vegetarian,12.6,3,255.13,natural gas,5.5,9.44
343.9,petrol,1171.1,0,2,vegetarian,11.6,3,260.77,electricity,4.8,7.67
228.2,petrol,547.8,0,1,non-vegetarian,5.0,5,540.32,none,9.0,6.13
222.8,petrol,949.1,1,0,non-vegetarian,12.7,3,456.92,natural gas,14.4,7.8
290.0,petrol,867.1,2,1,non-vegetarian,31.5,1,50.27,none,6.8,7.73
141.4,petrol,981.7,1,0,vegetarian,13.8,5,148.55,electricity,10.0,4.97
267.9,electric,392.5,0,2,non-vegetarian,7.7,1,117.68,electricity,10.0,8.13
294.2,electric,944.0,3,0,non-vegetarian,14.1,1,234.2,natural gas,13.3,9.09
304.4,petrol,708.7,2,0,non-vegetarian,18.6,5,485.78,natural gas,8.3,6.1
95.1,none,0.0,2,1,non-vegetarian,11.9,5,178.99,electricity,8.5,4.32
189.1,diesel,510.2,0,1,non-vegetarian,9.4,5,369.49,none,5.6,5.73
179.7,none,0.0,4,0,vegetarian,27.6,5,466.67,electricity,3.1,3.83
258.0,electric,1269.5,3,0,non-vegetarian,16.9,1,50.0,electricity,9.4,6.47
288.5,electric,379.4,1,0,non-vegetarian,22.7,5,219.23,natural gas,4.4,3.87
369.7,petrol,408.9,3,1,non-vegetarian,13.0,2,60.26,oil,0.5,6.43
210.4,petrol,779.4,0,0,pescatarian,23.9,3,205.26,electricity,10.6,5.37
210.2,petrol,491.2,0,0,non-vegetarian,19.5,3,372.72,electricity,5.5,5.75
342.0,electric,446.0,3,1,non-vegetarian,17.6,2,50.0,natural gas,7.1,5.93
273.7,petrol,842.0,0,1,vegetarian,8.9,1,300.81,none,2.7,9.37
351.4,electric,198.0,0,0,vegan,11.3,1,50.0,natural gas,8.6,4.75
273.1,petrol,396.8,0,0,non-vegetarian,17.3,3,109.49,electricity,5.2,4.73
157.4,hybrid,1621.6,4,0,non-vegetarian,13.3,4,479.89,natural gas,6.5,7.49
143.3,petrol,983.8,1,0,non-vegetarian,16.9,2,404.59,natural gas,7.9,8.39
125.9,petrol,501.4,1,1,non-vegetarian,12.6,2,109.03,natural gas,5.8,6.06
303.0,petrol,967.3,0,0,non-vegetarian,17.1,3,299.85,natural gas,3.9,6.71
345.1,petrol,1026.9,2,0,non-vegetarian,11.7,5,265.04,electricity,6.0,6.33
397.9,petrol,1197.8,1,1,vegan,17.3,4,341.07,none,4.9,6.53
317.4,electric,749.1,1,1,vegetarian,10.0,1,432.11,oil,0.5,11.42
343.0,petrol,1190.6,0,1,non-vegetarian,13.3,1,679.6,natural gas,6.1,17.36
203.6,petrol,0.0,1,0,non-vegetarian,13.9,1,249.09,natural gas,8.6,7.87
157.5,hybrid,377.5,2,0,non-vegetarian,10.5,1,599.6,electricity,0.6,11.72
318.0,petrol,865.5,2,1,non-vegetarian,11.8,2,168.8,natural gas,7.9,7.99
283.4,none,0.0,2,0,non-vegetarian,16.4,2,281.81,oil,8.0,6.12
258.6,none,0.0,2,0,vegetarian,18.5,5,227.02,oil,9.6,3.0
281.0,petrol,903.8,2,0,non-vegetarian,16.3,2,234.9,electricity,6.9,7.71
275.9,petrol,550.5,0,0,non-vegetarian,17.5,5,335.64,electricity,5.3,4.97
352.7,petrol,689.2,2,1,non-vegetarian,15.4,5,415.35,none,6.0,6.31
353.6,electric,1209.9,2,0,non-vegetarian,11.5,1,353.97,natural gas,5.6,10.83
293.5,diesel,1163.6,2,0,non-vegetarian,6.4,1,416.47,none,2.5,12.41
317.7,diesel,401.2,2,1,non-vegetarian,12.4,2,404.28,oil,4.9,8.63
291.1,electric,377.1,2,0,non-vegetarian,14.4,2,349.53,natural gas,7.5,6.47
213.1,petrol,635.5,2,0,non-vegetarian,11.9,5,283.12,oil,5.7,5.44
310.5,hybrid,789.3,1,1,non-vegetarian,22.8,3,208.23,natural gas,4.6,6.59
138.4,electric,536.8,2,0,non-vegetarian,16.4,1,230.36,electricity,6.3,7.13
334.3,diesel,1216.3,1,0,vegetarian,14.5,4,504.36,natural gas,3.8,7.02
154.4,hybrid,939.0,0,1,non-vegetarian,17.7,3,223.23,natural gas,6.5,6.16
272.9,electric,962.4,1,0,non-vegetarian,25.1,1,388.41,electricity,7.3,10.15
182.4,petrol,293.4,1,0,vegetarian,13.6,1,528.98,none,6.4,9.76
294.3,petrol,1266.9,0,1,non-vegetarian,10.2,2,379.47,natural gas,3.0,9.98
247.3,diesel,0.0,1,1,non-vegetarian,16.6,4,338.32,natural gas,8.6,5.24
122.4,petrol,1133.6,2,1,non-vegetarian,9.3,4,561.76,electricity,3.6,8.01
283.7,none,0.0,1,0,non-vegetarian,10.2,1,325.32,none,6.1,7.82
203.8,petrol,627.0,2,3,vegetarian,22.1,5,243.05,natural gas,10.1,6.95
320.5,diesel,1309.2,0,1,non-vegetarian,21.5,4,549.09,none,0.9,8.91
250.1,diesel,774.8,1,0,vegetarian,18.3,3,244.48,none,3.5,5.0
281.6,petrol,825.0,1,0,non-vegetarian,16.9,5,311.96,none,6.2,5.59
173.4,none,0.0,2,0,non-vegetarian,8.9,2,225.85,electricity,4.5,4.88
202.9,hybrid,2074.6,3,1,non-vegetarian,11.0,1,50.0,natural gas,1.5,9.59
213.3,diesel,1337.8,0,0,non-vegetarian,21.6,1,61.72,electricity,6.1,8.81
318.5,petrol,1080.5,1,2,non-vegetarian,12.5,3,140.57,electricity,0.5,7.87
384.2,petrol,434.9,0,1,non-vegetarian,11.0,3,307.44,none,12.5,6.26
185.6,petrol,857.4,3,1,vegetarian,14.1,2,325.01,electricity,8.6,7.68
336.1,petrol,474.8,2,1,pescatarian,17.9,2,353.2,electricity,3.4,7.1
76.4,diesel,1128.8,0,1,vegetarian,14.0,4,199.57,natural gas,5.1,6.24
154.5,none,0.0,2,0,non-vegetarian,14.1,5,188.36,natural gas,1.2,3.54
173.3,diesel,350.2,1,2,non-vegetarian,4.1,1,772.52,electricity,10.1,16.25
141.8,hybrid,832.4,4,0,non-vegetarian,14.6,4,198.26,natural gas,6.4,5.6
123.3,diesel,460.2,0,0,non-vegetarian,20.0,2,367.8,natural gas,1.9,6.63
283.0,diesel,860.5,2,0,non-vegetarian,14.7,3,464.96,natural gas,4.9,7.9
232.9,hybrid,456.4,4,0,non-vegetarian,25.3,4,369.38,oil,8.1,5.93
280.4,diesel,811.0,3,0,non-vegetarian,11.4,3,262.45,natural gas,7.7,7.3
305.2,hybrid,1100.2,1,1,vegan,12.6,5,129.58,natural gas,7.7,4.89
271.2,petrol,778.8,1,1,non-vegetarian,11.6,3,125.82,electricity,6.4,6.31
302.6,petrol,643.6,0,0,vegetarian,11.5,1,235.91,none,0.5,7.27
244.4,hybrid,881.3,0,0,non-vegetarian,17.7,5,279.15,none,13.3,4.73
155.0,diesel,1078.9,1,1,non-vegetarian,13.6,3,294.02,electricity,5.0,8.47
334.6,hybrid,357.1,1,0,non-vegetarian,24.7,4,191.78,electricity,7.0,4.56
202.9,none,0.0,0,0,non-vegetarian,16.2,1,227.9,natural gas,11.0,7.7
175.2,petrol,1327.0,2,0,non-vegetarian,10.6,1,508.0,natural gas,6.7,14.05
235.8,diesel,1029.5,1,2,non-vegetarian,10.0,2,145.97,natural gas,10.4,9.32
177.0,petrol,823.1,2,0,non-vegetarian,23.3,2,197.32,oil,9.5,7.5
216.6,diesel,1055.9,0,0,vegetarian,16.1,4,104.29,electricity,10.8,5.25
277.5,electric,981.0,0,0,non-vegetarian,21.5,2,729.03,oil,7.9,9.13
277.9,petrol,1101.4,0,0,non-vegetarian,15.3,3,50.0,oil,5.1,6.0
178.2,diesel,0.0,7,0,non-vegetarian,15.1,2,247.22,natural gas,4.5,6.32
211.0,electric,178.6,2,0,vegetarian,21.7,1,573.04,natural gas,11.4,11.28
335.9,petrol,1201.9,3,0,vegetarian,16.9,4,507.25,electricity,5.5,6.9
289.7,hybrid,197.9,1,0,non-vegetarian,16.8,3,351.25,oil,8.9,5.63
416.0,diesel,960.6,4,0,vegetarian,13.0,1,373.56,oil,4.2,12.73
344.4,none,0.0,1,0,non-vegetarian,19.4,1,137.83,natural gas,4.8,7.31
341.5,petrol,401.5,0,1,non-vegetarian,14.6,5,70.99,none,6.5,4.77
139.0,petrol,939.9,1,0,non-vegetarian,12.2,2,201.61,natural gas,4.7,6.75
311.1,diesel,880.4,1,2,vegetarian,25.8,3,222.13,natural gas,4.1,7.46
245.8,petrol,1644.1,4,0,non-vegetarian,13.5,4,377.83,natural gas,5.1,8.9
205.9,none,0.0,1,2,non-vegetarian,11.0,4,286.05,natural gas,8.2,5.85
263.4,petrol,1376.0,0,0,non-vegetarian,20.7,4,550.23,natural gas,4.5,8.06
325.6,electric,941.0,2,1,non-vegetarian,18.4,5,339.28,natural gas,6.1,5.57
290.1,diesel,535.6,1,1,non-vegetarian,11.7,3,56.41,natural gas,11.1,6.01
179.7,petrol,1119.7,2,1,non-vegetarian,14.6,1,84.47,natural gas,7.7,9.42
309.4,petrol,1026.3,1,0,non-vegetarian,18.3,5,242.98,natural gas,10.0,6.45
199.0,diesel,814.3,0,1,vegan,16.1,2,193.23,natural gas,6.8,6.74
267.3,diesel,906.5,1,0,vegetarian,18.9,1,297.31,electricity,5.7,9.63
225.7,petrol,561.2,0,1,non-vegetarian,15.0,4,417.57,natural gas,10.6,6.55
232.5,none,0.0,2,0,vegetarian,19.1,2,390.96,electricity,2.0,5.08
311.3,petrol,1103.8,0,0,non-vegetarian,13.5,3,135.77,natural gas,8.6,6.37
166.8,petrol,710.4,0,1,non-vegetarian,11.8,3,478.5,natural gas,9.9,7.65
405.6,diesel,768.0,2,1,non-vegetarian,20.3,5,248.44,electricity,1.5,7.01
104.3,petrol,911.9,0,0,non-vegetarian,16.5,3,307.25,electricity,4.1,6.12
202.2,none,0.0,2,0,non-vegetarian,18.4,4,164.72,electricity,6.7,3.87
279.6,petrol,228.3,2,2,vegetarian,21.1,5,361.86,natural gas,7.4,5.41
296.7,petrol,1314.5,1,1,non-vegetarian,12.1,5,352.67,oil,9.3,8.22
242.0,petrol,848.5,1,0,vegan,17.7,4,521.3,none,2.7,5.24
245.4,diesel,718.9,2,1,non-vegetarian,26.6,3,204.83,natural gas,3.9,7.1
282.8,diesel,972.3,1,0,vegetarian,14.2,2,314.79,oil,10.8,7.93
231.5,diesel,894.6,1,1,non-vegetarian,9.0,5,356.5,natural gas,8.5,7.31
361.5,petrol,1106.8,1,0,vegan,19.1,2,346.13,electricity,7.8,7.55
317.1,petrol,1015.2,0,0,non-vegetarian,6.7,2,494.89,electricity,6.0,9.15
319.8,hybrid,1087.1,4,1,non-vegetarian,9.5,2,182.63,electricity,5.9,7.75
172.7,petrol,1340.4,0,1,vegetarian,15.0,2,371.82,natural gas,8.7,8.75
243.6,hybrid,1153.4,1,1,non-vegetarian,14.9,4,385.0,natural gas,8.5,6.82
226.0,petrol,735.8,0,1,non-vegetarian,15.9,1,245.27,natural gas,6.3,10.14
169.6,hybrid,350.8,1,2,non-vegetarian,26.0,3,335.91,none,2.2,6.19
278.8,petrol,1467.1,1,0,non-vegetarian,15.4,1,328.75,natural gas,2.0,12.6
207.0,diesel,704.9,0,0,non-vegetarian,12.1,1,367.57,natural gas,8.5,11.34
302.4,petrol,610.8,1,1,vegetarian,11.8,5,252.28,electricity,7.2,5.04
164.4,petrol,105.3,2,0,vegetarian,12.7,1,181.74,natural gas,5.2,6.1
387.5,petrol,935.4,1,1,non-vegetarian,8.9,1,324.89,electricity,1.6,12.12
178.3,petrol,859.6,3,0,non-vegetarian,17.8,4,403.21,natural gas,10.0,6.79
267.5,petrol,194.0,0,0,non-vegetarian,16.5,2,155.07,natural gas,4.2,5.21
313.3,diesel,981.3,1,0,non-vegetarian,17.3,1,429.71,natural gas,4.9,13.02
204.3,diesel,600.7,1,0,non-vegetarian,19.0,1,326.74,natural gas,5.5,10.56
318.2,electric,1876.1,1,0,non-vegetarian,18.1,5,279.58,natural gas,2.4,5.0
151.7,diesel,572.3,2,1,pescatarian,8.1,3,291.4,natural gas,1.9,6.06
366.2,diesel,625.9,2,0,vegetarian,13.6,5,128.41,natural gas,6.6,4.35
251.1,petrol,450.1,0,0,non-vegetarian,13.8,3,330.73,natural gas,9.9,5.77
202.3,diesel,1311.2,2,1,vegetarian,21.9,3,268.66,electricity,13.4,8.22
226.1,petrol,650.9,0,1,non-vegetarian,22.3,3,339.65,natural gas,7.8,6.93
314.7,hybrid,510.0,0,0,non-vegetarian,12.9,4,277.81,natural gas,11.6,4.71
203.2,petrol,1082.8,2,1,non-vegetarian,10.0,4,222.86,oil,7.9,7.59
190.1,petrol,247.9,1,2,vegetarian,15.8,2,131.89,natural gas,9.6,5.93
232.3,diesel,1050.0,2,1,non-vegetarian,13.4,3,50.0,natural gas,6.0,7.23
155.8,petrol,1512.6,1,1,non-vegetarian,14.6,4,244.55,electricity,7.0,7.87
395.6,hybrid,1026.6,0,0,non-vegetarian,21.1,4,50.0,natural gas,7.3,5.08
204.7,hybrid,1055.2,0,0,non-vegetarian,16.3,1,85.35,none,6.3,6.08
316.5,petrol,1148.0,2,1,pescatarian,12.6,3,428.12,none,5.0,7.85
266.8,petrol,1483.9,2,0,non-vegetarian,11.7,5,166.65,electricity,8.3,7.22
171.2,diesel,1284.0,0,0,non-vegetarian,7.8,1,398.11,natural gas,4.9,12.81
249.5,diesel,975.9,1,1,non-vegetarian,17.8,4,383.49,electricity,7.3,7.96
312.7,petrol,1161.6,1,0,vegetarian,16.4,4,183.33,natural gas,5.3,5.92
234.9,electric,445.6,3,1,non-vegetarian,17.8,4,442.93,none,10.7,5.87
345.4,diesel,1110.5,2,0,non-vegetarian,14.9,4,502.02,electricity,9.7,7.99
331.7,petrol,397.8,0,0,non-vegetarian,9.7,5,79.64,electricity,4.3,4.03
323.5,petrol,653.2,2,0,pescatarian,15.3,2,433.39,natural gas,5.2,7.64
213.2,electric,0.0,2,0,non-vegetarian,20.7,2,203.45,electricity,5.1,4.99
163.6,petrol,960.6,3,0,vegetarian,15.3,3,66.28,natural gas,6.5,5.27
200.9,hybrid,542.5,2,0,non-vegetarian,23.2,4,336.33,natural gas,0.5,5.04
265.7,petrol,1244.5,1,1,non-vegetarian,16.3,3,382.51,electricity,7.4,8.96
293.7,diesel,956.1,1,0,non-vegetarian,24.8,5,290.86,none,1.9,6.28
76.3,hybrid,1249.6,1,0,vegetarian,25.2,3,571.31,natural gas,4.3,6.07
249.4,hybrid,366.6,1,0,non-vegetarian,10.5,2,411.77,none,7.9,6.31
262.6,petrol,1215.4,1,1,non-vegetarian,11.8,2,290.46,oil,11.2,9.99
227.8,petrol,1642.3,1,0,non-vegetarian,12.7,2,325.23,oil,5.6,9.91
353.3,electric,1105.7,2,2,non-vegetarian,6.5,3,754.36,oil,7.3,9.2
283.7,petrol,1116.1,2,1,non-vegetarian,17.3,4,371.1,none,2.6,7.64
354.8,petrol,867.8,1,2,non-vegetarian,17.2,1,509.7,natural gas,4.9,15.32
232.7,none,0.0,0,1,non-vegetarian,16.0,2,443.91,natural gas,3.6,7.02
325.0,petrol,1104.5,3,1,non-vegetarian,8.9,3,127.73,natural gas,6.7,7.77
380.8,petrol,197.6,2,0,vegetarian,22.9,1,141.62,natural gas,2.8,7.13
354.9,petrol,632.9,1,0,pescatarian,5.6,2,295.7,none,9.5,6.24
162.6,diesel,91.6,3,0,non-vegetarian,8.4,2,283.91,electricity,3.9,5.49
229.7,diesel,518.5,1,0,vegetarian,19.4,5,344.96,natural gas,5.3,4.19
222.4,petrol,1056.8,2,0,non-vegetarian,16.6,2,487.74,none,3.8,8.72
289.1,petrol,1002.2,3,1,non-vegetarian,11.9,1,424.01,natural gas,2.2,13.78
304.9,petrol,820.4,1,0,vegetarian,15.3,1,78.87,natural gas,1.1,7.14
182.9,diesel,868.2,0,1,vegetarian,15.6,4,202.69,natural gas,0.5,5.73
255.4,petrol,45.7,0,1,vegetarian,20.9,1,546.18,natural gas,5.6,11.52
88.4,none,0.0,0,1,vegan,8.9,3,393.37,natural gas,9.0,4.18
365.4,petrol,527.5,0,0,non-vegetarian,16.5,3,65.11,electricity,4.5,5.07
209.0,none,0.0,3,0,non-vegetarian,20.4,2,272.58,natural gas,2.1,5.56
254.5,petrol,1039.8,1,2,non-vegetarian,10.0,4,50.0,none,3.6,7.02
225.2,electric,455.8,3,0,vegetarian,14.7,2,461.58,oil,5.1,6.02
341.7,petrol,558.1,0,2,non-vegetarian,14.7,4,380.17,natural gas,3.8,7.37
50.0,petrol,0.0,2,1,vegetarian,6.9,5,271.01,oil,8.8,3.54
248.7,hybrid,682.4,1,2,non-vegetarian,16.5,4,289.26,natural gas,9.9,7.04
241.5,hybrid,364.9,1,0,vegetarian,16.8,5,382.83,natural gas,5.2,3.13
